benchmark,classifier,method,instance,validity,proximity_l1,proximity_l2,sparsity,sparsity_channels,sparsity_timepoints,trsi,intervention_t,vacuous,cf_faith_rollout_hard,cf_faith_rollout_soft,cf_faith_pearl_hard,cf_faith_pearl_soft,cf_faith_rollout_hard_valid,cf_faith_pearl_hard_valid
full_nl_seed0,lstm,CftsCels,29,0,0.00016523773172816107,0.00016271423235569857,1.0,1.0,1.0,2.0160707841335883,99,1,nan,nan,nan,nan,0.0,0.0
full_nl_seed0,lstm,CftsCels,30,1,0.10530751721686524,0.07417308806666557,0.993,0.6,0.96,1.111652320374913,95,0,0.0,0.9144931615608427,0.0,0.9980019659738885,0.0,0.0
full_nl_seed0,lstm,CftsCels,31,1,0.22433697430932978,0.20514482847501347,0.997,0.9,0.97,0.962306768047392,96,0,0.0,0.9175302449044277,0.0,0.994484592269042,0.0,0.0
full_nl_seed0,lstm,CftsCels,32,1,0.05670390325720495,0.04179956405844228,0.994,0.7,0.97,1.0551484787381165,97,0,0.0,0.9426861606687644,0.0,0.9982813928894692,0.0,0.0
full_nl_seed0,lstm,CftsCels,33,1,0.1572499759502281,0.12192697703165742,0.993,0.7,0.95,0.8911194840118971,95,0,0.0,0.9430749691319394,0.0,0.9970134191958684,0.0,0.0
full_nl_seed0,lstm,CftsCels,34,0,0.0005487906581811632,0.00028684128222481137,1.0,1.0,1.0,1.559403617368441,99,1,nan,nan,nan,nan,0.0,0.0
full_nl_seed0,lstm,CftsCels,35,0,0.0004896648377058746,0.00043356793626233,1.0,1.0,1.0,2.0187962894695914,99,1,nan,nan,nan,nan,0.0,0.0
full_nl_seed0,lstm,CftsCels,36,1,0.5429266454202017,0.1036254547331193,0.922,0.0,0.74,0.968626459424632,0,0,0.0,0.8856088121695457,0.0,0.9994568080819671,0.0,0.0
full_nl_seed0,lstm,CftsCels,37,0,0.00021037622644122424,0.00016495465873965723,1.0,1.0,1.0,1.9530075304695458,99,1,nan,nan,nan,nan,0.0,0.0
full_nl_seed0,lstm,CftsCels,38,1,0.1570360637522772,0.14256507800671106,0.994,0.5,0.98,1.0039173005018498,98,0,0.0,0.9394037951587931,0.0,0.992559826294222,0.0,0.0
full_nl_seed0,lstm,CftsCels,39,1,0.18527492695200848,0.16966831741240618,0.995,0.6,0.98,0.9897313018858148,98,0,0.0,0.9459568491268725,0.0,0.9913265094189142,0.0,0.0
full_nl_seed0,lstm,CftsCels,40,0,8.22226576970269e-06,3.8770625989404376e-06,1.0,1.0,1.0,1.3656067583785416,99,1,nan,nan,nan,nan,0.0,0.0
full_nl_seed0,lstm,CftsCels,41,0,6.083117190969645e-06,3.0129630561393916e-06,1.0,1.0,1.0,1.075704425159867,99,1,nan,nan,nan,nan,0.0,0.0
full_nl_seed0,lstm,CftsCels,42,0,6.117661934069768e-06,2.574148249994252e-06,1.0,1.0,1.0,0.9104311536234639,99,1,nan,nan,nan,nan,0.0,0.0
